"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"14-NOV-2022","EICHERMOT","Eicher Motors Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,98,401","3,519.65","-"
"14-NOV-2022","EICHERMOT","Eicher Motors Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,98,401","3,519.65","-"
"14-NOV-2022","FEDERALBNK","Federal Bank Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","24,78,993","135.05","-"
"14-NOV-2022","FEDERALBNK","Federal Bank Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","24,78,993","135.05","-"
"14-NOV-2022","FORTIS","Fortis Healthcare Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","5,93,464","282.25","-"
"14-NOV-2022","FORTIS","Fortis Healthcare Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","5,93,464","282.25","-"
"14-NOV-2022","GAIL","GAIL (India) Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","39,62,538","88.85","-"
"14-NOV-2022","GAIL","GAIL (India) Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","39,62,538","88.85","-"
"14-NOV-2022","GODREJCP","Godrej Cons Products Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","6,06,925","819.00","-"
"14-NOV-2022","GODREJCP","Godrej Cons Products Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","6,06,925","819.00","-"
"14-NOV-2022","GODREJPROP","Godrej Properties Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,50,492","1,292.80","-"
"14-NOV-2022","GODREJPROP","Godrej Properties Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,50,492","1,292.80","-"
"14-NOV-2022","GRASIM","Grasim Ind Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","4,34,441","1,708.45","-"
"14-NOV-2022","GRASIM","Grasim Ind Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","4,34,441","1,708.45","-"
"14-NOV-2022","HAVELLS","Havells India Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,77,586","1,236.45","-"
"14-NOV-2022","HAVELLS","Havells India Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,77,586","1,236.45","-"
"14-NOV-2022","HCLTECH","HCL Technologies Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","16,50,904","1,090.65","-"
"14-NOV-2022","HCLTECH","HCL Technologies Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","16,50,904","1,090.65","-"
"14-NOV-2022","HDFCLIFE","HDFC Life Ins Co Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","13,16,097","542.65","-"
"14-NOV-2022","HDFCLIFE","HDFC Life Ins Co Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","13,16,097","542.65","-"
"14-NOV-2022","HEROMOTOCO","Hero MotoCorp Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,74,735","2,668.50","-"
"14-NOV-2022","HEROMOTOCO","Hero MotoCorp Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,74,735","2,668.50","-"
"14-NOV-2022","HINDALCO","Hindalco Ind Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","21,34,321","429.85","-"
"14-NOV-2022","HINDALCO","Hindalco Ind Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","21,34,321","429.85","-"
"14-NOV-2022","HINDPETRO","Hindustan Petroleum Corp","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","7,36,830","207.70","-"
"14-NOV-2022","HINDPETRO","Hindustan Petroleum Corp","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","7,36,830","207.70","-"
"14-NOV-2022","HINDUNILVR","Hindustan Unilever Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","12,79,133","2,503.05","-"
"14-NOV-2022","HINDUNILVR","Hindustan Unilever Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","12,79,133","2,503.05","-"
"14-NOV-2022","ICICIBANK","ICICI Bank Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","72,79,023","906.55","-"
"14-NOV-2022","ICICIBANK","ICICI Bank Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","72,79,023","906.55","-"
"14-NOV-2022","ICICIGI","ICICI Lombard GIC Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,49,916","1,131.90","-"
"14-NOV-2022","ICICIGI","ICICI Lombard GIC Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,49,916","1,131.90","-"
"14-NOV-2022","ICICIPRULI","ICICI Pru Life Ins Co Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","5,58,172","488.60","-"
"14-NOV-2022","ICICIPRULI","ICICI Pru Life Ins Co Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","5,58,172","488.60","-"
"14-NOV-2022","IDFCFIRSTB","IDFC First Bank Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","36,81,883","57.55","-"
"14-NOV-2022","IDFCFIRSTB","IDFC First Bank Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","36,81,883","57.55","-"
"14-NOV-2022","INDHOTEL","Indian Hotels Co. Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","12,11,316","315.35","-"
"14-NOV-2022","INDHOTEL","Indian Hotels Co. Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","12,11,316","315.35","-"
"14-NOV-2022","INDIGO","InterGlobe Aviation Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,61,315","1,766.10","-"
"14-NOV-2022","INDIGO","InterGlobe Aviation Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,61,315","1,766.10","-"
"14-NOV-2022","IOC","Indian Oil Corp. Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","41,46,076","69.75","-"
"14-NOV-2022","IOC","Indian Oil Corp. Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","41,46,076","69.75","-"
"14-NOV-2022","IPCALAB","Ipca Laboratories Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,58,841","867.55","-"
"14-NOV-2022","IPCALAB","Ipca Laboratories Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,58,841","867.55","-"
"14-NOV-2022","ITC","ITC Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","46,03,983","356.35","-"
"14-NOV-2022","ITC","ITC Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","46,03,983","356.35","-"
"14-NOV-2022","JINDALSTEL","Jindal Steel & Power","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","6,61,353","498.90","-"
"14-NOV-2022","JINDALSTEL","Jindal Steel & Power","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","6,61,353","498.90","-"
"14-NOV-2022","JSWSTEEL","JSW Steel Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","9,90,510","719.00","-"
"14-NOV-2022","JSWSTEEL","JSW Steel Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","9,90,510","719.00","-"
"14-NOV-2022","JUBLFOOD","Jubilant Foodworks Limite","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","6,16,164","563.05","-"
"14-NOV-2022","JUBLFOOD","Jubilant Foodworks Limite","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","6,16,164","563.05","-"
"14-NOV-2022","KEI","KEI Industries Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,01,548","1,599.95","-"
"14-NOV-2022","KEI","KEI Industries Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,01,548","1,599.95","-"
"14-NOV-2022","KOTAKBANK","Kotak Mahindra Bank Limit","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","8,65,167","1,899.10","-"
"14-NOV-2022","KOTAKBANK","Kotak Mahindra Bank Limit","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","8,65,167","1,899.10","-"
"14-NOV-2022","LAURUSLABS","Laurus Labs Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","5,29,337","455.40","-"
"14-NOV-2022","LAURUSLABS","Laurus Labs Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","5,29,337","455.40","-"
"14-NOV-2022","LICHSGFIN","LIC Housing Finance Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,67,624","376.40","-"
"14-NOV-2022","LICHSGFIN","LIC Housing Finance Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,67,624","376.40","-"
"14-NOV-2022","LT","Larsen & Toubro Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","10,74,512","2,011.10","-"
"14-NOV-2022","LT","Larsen & Toubro Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","10,74,512","2,011.10","-"
"14-NOV-2022","LTI","L&T Infotech Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","75,172","5,058.00","-"
"14-NOV-2022","LTI","L&T Infotech Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","75,172","5,058.00","-"
"14-NOV-2022","LUPIN","Lupin Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","2,28,477","747.00","-"
"14-NOV-2022","LUPIN","Lupin Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","2,28,477","747.00","-"
"14-NOV-2022","M&M","Mah & Mah Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","13,71,212","1,287.10","-"
"14-NOV-2022","M&M","Mah & Mah Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","13,71,212","1,287.10","-"
"14-NOV-2022","MARICO","Marico Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","8,55,153","499.15","-"
"14-NOV-2022","MARICO","Marico Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","8,55,153","499.15","-"
"14-NOV-2022","MARUTI","Maruti Suzuki India Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,89,200","9,087.55","-"
"14-NOV-2022","MARUTI","Maruti Suzuki India Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,89,200","9,087.55","-"
"14-NOV-2022","MAXHEALTH","Max Healthcare Ins Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","6,99,791","445.10","-"
"14-NOV-2022","MAXHEALTH","Max Healthcare Ins Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","6,99,791","445.10","-"
"14-NOV-2022","MCDOWELL-N","United Spirits Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","4,82,127","884.90","-"
"14-NOV-2022","MCDOWELL-N","United Spirits Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","4,82,127","884.90","-"
"14-NOV-2022","MFSL","Max Fin Serv Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,41,721","689.60","-"
"14-NOV-2022","MFSL","Max Fin Serv Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,41,721","689.60","-"
"14-NOV-2022","MINDTREE","MindTree Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","98,071","3,664.40","-"
"14-NOV-2022","MINDTREE","MindTree Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","98,071","3,664.40","-"
"14-NOV-2022","MOTHERSON","Samvrdhna Mthrsn Intl Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","46,36,997","71.05","-"
"14-NOV-2022","MOTHERSON","Samvrdhna Mthrsn Intl Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","46,36,997","71.05","-"
"14-NOV-2022","MPHASIS","MphasiS Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,33,592","2,026.65","-"
"14-NOV-2022","MPHASIS","MphasiS Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,33,592","2,026.65","-"
"14-NOV-2022","MRF","MRF Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","2,302","86,156.40","-"
"14-NOV-2022","MRF","MRF Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","2,302","86,156.40","-"
"14-NOV-2022","MUTHOOTFIN","Muthoot Finance Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,44,525","1,073.95","-"
"14-NOV-2022","MUTHOOTFIN","Muthoot Finance Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,44,525","1,073.95","-"
"14-NOV-2022","NAUKRI","Info Edge (India) Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,16,351","4,100.20","-"
"14-NOV-2022","NAUKRI","Info Edge (India) Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,16,351","4,100.20","-"
"14-NOV-2022","NAVINFLUOR","Navin Fluorine Internatio","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","36,252","4,459.55","-"
"14-NOV-2022","NAVINFLUOR","Navin Fluorine Internatio","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","36,252","4,459.55","-"
"14-NOV-2022","NESTLEIND","Nestle India Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","53,483","20,322.50","-"
"14-NOV-2022","NESTLEIND","Nestle India Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","53,483","20,322.50","-"
"14-NOV-2022","NTPC","NTPC Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","61,65,950","171.45","-"
"14-NOV-2022","NTPC","NTPC Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","61,65,950","171.45","-"
"14-NOV-2022","ONGC","Oil & Natural Gas Corp","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","38,03,960","140.45","-"
"14-NOV-2022","ONGC","Oil & Natural Gas Corp","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","38,03,960","140.45","-"
"14-NOV-2022","PAGEIND","Page Industries Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","9,087","47,560.90","-"
"14-NOV-2022","PAGEIND","Page Industries Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","9,087","47,560.90","-"
"14-NOV-2022","PERSISTENT","Persistent Systems Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","81,304","3,747.90","-"
"14-NOV-2022","PERSISTENT","Persistent Systems Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","81,304","3,747.90","-"
"14-NOV-2022","PETRONET","Petronet LNG Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","9,05,382","212.20","-"
"14-NOV-2022","PETRONET","Petronet LNG Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","9,05,382","212.20","-"
"14-NOV-2022","PHOENIXLTD","The Phoenix Mills Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","92,625","1,518.55","-"
"14-NOV-2022","PHOENIXLTD","The Phoenix Mills Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","92,625","1,518.55","-"
"14-NOV-2022","PIDILITIND","Pidilite Industries Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","2,54,509","2,661.20","-"
"14-NOV-2022","PIDILITIND","Pidilite Industries Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","2,54,509","2,661.20","-"
"14-NOV-2022","PIIND","PI Industries Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,09,358","3,434.95","-"
"14-NOV-2022","PIIND","PI Industries Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,09,358","3,434.95","-"
"14-NOV-2022","POLYCAB","Polycab India Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","51,334","2,705.95","-"
"14-NOV-2022","POLYCAB","Polycab India Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","51,334","2,705.95","-"
"14-NOV-2022","POWERGRID","Power Grid Corporation of","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","49,50,448","209.05","-"
"14-NOV-2022","POWERGRID","Power Grid Corporation of","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","49,50,448","209.05","-"
"14-NOV-2022","SBICARD","SBI Cards & Pay Ser Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","4,36,385","812.35","-"
"14-NOV-2022","SBICARD","SBI Cards & Pay Ser Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","4,36,385","812.35","-"
"14-NOV-2022","SBILIFE","SBI Life Insurance Co Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","7,24,011","1,250.25","-"
"14-NOV-2022","SBILIFE","SBI Life Insurance Co Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","7,24,011","1,250.25","-"
"14-NOV-2022","SBIN","State Bank of India","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","28,12,726","601.30","-"
"14-NOV-2022","SBIN","State Bank of India","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","28,12,726","601.30","-"
"14-NOV-2022","SCHAEFFLER","Schaeffler India Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","69,110","2,949.45","-"
"14-NOV-2022","SCHAEFFLER","Schaeffler India Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","69,110","2,949.45","-"
"14-NOV-2022","SHREECEM","SHREE CEMENT LIMITED","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","17,710","22,864.00","-"
"14-NOV-2022","SHREECEM","SHREE CEMENT LIMITED","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","17,710","22,864.00","-"
"14-NOV-2022","SIEMENS","Siemens Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,19,876","2,917.20","-"
"14-NOV-2022","SIEMENS","Siemens Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,19,876","2,917.20","-"
"14-NOV-2022","SRF","SRF Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","2,42,659","2,388.70","-"
"14-NOV-2022","SRF","SRF Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","2,42,659","2,388.70","-"
"14-NOV-2022","SRTRANSFIN","Shriram Trans Fin Co. Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,00,192","1,276.75","-"
"14-NOV-2022","SRTRANSFIN","Shriram Trans Fin Co. Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,00,192","1,276.75","-"
"14-NOV-2022","SUNPHARMA","Sun Pharma Industries Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","14,04,266","1,013.55","-"
"14-NOV-2022","SUNPHARMA","Sun Pharma Industries Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","14,04,266","1,013.55","-"
"14-NOV-2022","SUPREMEIND","Supreme Industries Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","91,250","2,420.70","-"
"14-NOV-2022","SUPREMEIND","Supreme Industries Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","91,250","2,420.70","-"
"14-NOV-2022","TATACHEM","Tata Chemicals Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","2,37,421","1,067.50","-"
"14-NOV-2022","TATACHEM","Tata Chemicals Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","2,37,421","1,067.50","-"
"14-NOV-2022","TATACOMM","Tata Communications Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,29,695","1,313.85","-"
"14-NOV-2022","TATACOMM","Tata Communications Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,29,695","1,313.85","-"
"14-NOV-2022","TATACONSUM","TATA CONSUMER PRODUCT LTD","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","9,27,735","773.20","-"
"14-NOV-2022","TATACONSUM","TATA CONSUMER PRODUCT LTD","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","9,27,735","773.20","-"
"14-NOV-2022","TATAELXSI","Tata Elxsi Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","54,778","6,962.50","-"
"14-NOV-2022","TATAELXSI","Tata Elxsi Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","54,778","6,962.50","-"
"14-NOV-2022","TATAMOTORS","Tata Motors Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","25,85,465","423.50","-"
"14-NOV-2022","TATAMOTORS","Tata Motors Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","25,85,465","423.50","-"
"14-NOV-2022","TATAPOWER","Tata Power Co. Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","23,01,336","229.75","-"
"14-NOV-2022","TATAPOWER","Tata Power Co. Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","23,01,336","229.75","-"
"14-NOV-2022","TATASTEEL","Tata Steel Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,14,20,377","107.55","-"
"14-NOV-2022","TATASTEEL","Tata Steel Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,14,20,377","107.55","-"
"14-NOV-2022","TCS","Tata Consultancy Serv Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","13,95,939","3,315.95","-"
"14-NOV-2022","TCS","Tata Consultancy Serv Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","13,95,939","3,315.95","-"
"14-NOV-2022","TECHM","Tech Mahindra Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","8,93,057","1,058.70","-"
"14-NOV-2022","TECHM","Tech Mahindra Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","8,93,057","1,058.70","-"
"14-NOV-2022","TIINDIA","Tube Invest of India Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,46,554","2,573.15","-"
"14-NOV-2022","TIINDIA","Tube Invest of India Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,46,554","2,573.15","-"
"14-NOV-2022","TITAN","Titan Company Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","5,57,953","2,651.80","-"
"14-NOV-2022","TITAN","Titan Company Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","5,57,953","2,651.80","-"
"14-NOV-2022","TORNTPHARM","Torrent Pharma Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,59,853","1,669.05","-"
"14-NOV-2022","TORNTPHARM","Torrent Pharma Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,59,853","1,669.05","-"
"14-NOV-2022","TRENT","Trent Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,05,636","1,419.05","-"
"14-NOV-2022","TRENT","Trent Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,05,636","1,419.05","-"
"14-NOV-2022","TVSMOTOR","TVS Motor Company Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","2,98,570","1,107.45","-"
"14-NOV-2022","TVSMOTOR","TVS Motor Company Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","2,98,570","1,107.45","-"
"14-NOV-2022","ULTRACEMCO","UltraTech Cement Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","1,60,572","6,813.20","-"
"14-NOV-2022","ULTRACEMCO","UltraTech Cement Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","1,60,572","6,813.20","-"
"14-NOV-2022","UPL","UPL Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","7,98,693","767.90","-"
"14-NOV-2022","UPL","UPL Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","7,98,693","767.90","-"
"14-NOV-2022","VEDL","Vedanta Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","12,21,600","312.40","-"
"14-NOV-2022","VEDL","Vedanta Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","12,21,600","312.40","-"
"14-NOV-2022","VOLTAS","Voltas Ltd.","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","3,45,078","829.05","-"
"14-NOV-2022","VOLTAS","Voltas Ltd.","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","3,45,078","829.05","-"
"14-NOV-2022","WIPRO","Wipro Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","20,74,909","399.70","-"
"14-NOV-2022","WIPRO","Wipro Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","20,74,909","399.70","-"
"14-NOV-2022","ZEEL","Zee Entertain. Enterp.Ltd","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","13,64,308","265.85","-"
"14-NOV-2022","ZEEL","Zee Entertain. Enterp.Ltd","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","13,64,308","265.85","-"
"14-NOV-2022","ZOMATO","Zomato Limited","ISHARES CORE EMERGING MARKETS MAURITIUS CO","SELL","25,68,615","72.80","-"
"14-NOV-2022","ZOMATO","Zomato Limited","ISHARES CORE MSCI EMERGING MARKETS ETF","BUY","25,68,615","72.80","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","ALLIANZ GLOBAL INVESTORS GMBH ACTING ON BEHALF OF ALLIANZGI-FONDS DSPT","BUY","5,806","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","AMAZON MARKET NEUTRAL FUND","BUY","2,91,718","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","BNP PARIBAS ARBITRAGE","BUY","48,50,000","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","CFSIL COMMONWEALTH GLO SHR FD 7","BUY","72,767","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED","BUY","13,00,000","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","DELAWARE PUBLIC EMPLOYEES RETIREMENT SYSTEM","BUY","90,192","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","EQUIPSUPER","BUY","73,263","184.55","-"
"18-NOV-2022","NYKAA","FSN E Commerce Ventures","EQUITY TRUSTEES LTD AS RESPONSIBLE ENTITY FOR T ROWE PRICE GLOBAL EQUITY FU","BUY","4,19,803","184.55","-"
